TRILHA,ANOTACAO,ARQUIVO
S,lá morei quatro anos,S_PBCP_2018FB+_MelanieG.eaf
D1,quatro e teve algum outro que você morou,S_PBCP_2018FB+_MelanieG.eaf
S,são josé,S_PBCP_2018FB+_MelanieG.eaf
D1,quanto tempo você ficou lá,S_PBCP_2018FB+_MelanieG.eaf
,,
### Arquivo: S_PBCP_2018FB+_MelanieG.eaf,,
--- Trecho ---,,
D1,é nesse mesmo bairro,S_PBCP_2018FB+_MelanieG.eaf
S,morei,S_PBCP_2018FB+_MelanieG.eaf
S,é eles falam que sim na verdade é joão aranha né,S_PBCP_2018FB+_MelanieG.eaf
D1,aham,S_PBCP_2018FB+_MelanieG.eaf
S,a joão vieira fica na joão aranha,S_PBCP_2018FB+_MelanieG.eaf
S,que é onde ele morou né,S_PBCP_2018FB+_MelanieG.eaf
D1,uhum,S_PBCP_2018FB+_MelanieG.eaf
D1,e lá você morou quanto tempo,S_PBCP_2018FB+_MelanieG.eaf
S,lá morei quatro anos,S_PBCP_2018FB+_MelanieG.eaf
D1,quatro e teve algum outro que você morou,S_PBCP_2018FB+_MelanieG.eaf
S,são josé,S_PBCP_2018FB+_MelanieG.eaf
D1,quanto tempo você ficou lá,S_PBCP_2018FB+_MelanieG.eaf
S,dois anos,S_PBCP_2018FB+_MelanieG.eaf
D1,dois anos,S_PBCP_2018FB+_MelanieG.eaf
D1,você você é da paraíba mesmo,S_PBCP_2018FB+_MelanieG.eaf
S,sou sim,S_PBCP_2018FB+_MelanieG.eaf
,,
### Arquivo: S_PBCP_2018FB+_MelanieG.eaf,,
--- Trecho ---,,
D1,e aí você veio primeiro pra qual bairro,S_PBCP_2018FB+_MelanieG.eaf
S,são josé,S_PBCP_2018FB+_MelanieG.eaf
D1,depois o outro no,S_PBCP_2018FB+_MelanieG.eaf
S,na,S_PBCP_2018FB+_MelanieG.eaf
D1,na avenida,S_PBCP_2018FB+_MelanieG.eaf
S,uhum,S_PBCP_2018FB+_MelanieG.eaf
D1,e agora aqui,S_PBCP_2018FB+_MelanieG.eaf
S,aqui no marieta,S_PBCP_2018FB+_MelanieG.eaf
D1,esse foi o terceiro e último por enquanto,S_PBCP_2018FB+_MelanieG.eaf
S,terceiro e último,S_PBCP_2018FB+_MelanieG.eaf
D1,mas aí você já veio,S_PBCP_2018FB+_MelanieG.eaf
D1,eh morar também pra alguma outra cidade ou só foi paulínia mesmo,S_PBCP_2018FB+_MelanieG.eaf
S,não paulínia,S_PBCP_2018FB+_MelanieG.eaf
D1,e você não chegou a voltar pra lá pra morar lá de volta,S_PBCP_2018FB+_MelanieG.eaf
S,não,S_PBCP_2018FB+_MelanieG.eaf
D1,veio direto,S_PBCP_2018FB+_MelanieG.eaf
,,
### Arquivo: S_PBCP_2018FB+_MelanieG.eaf,,
--- Trecho ---,,
D1,e por que que você escolheu morar nesse bairro aqui,S_PBCP_2018FB+_MelanieG.eaf
S,na verdade porque a gente conseguiu comprar um,S_PBCP_2018FB+_MelanieG.eaf
S,o nosso terreno né,S_PBCP_2018FB+_MelanieG.eaf
D1,aqui,S_PBCP_2018FB+_MelanieG.eaf
S,é,S_PBCP_2018FB+_MelanieG.eaf
D1,uhum,S_PBCP_2018FB+_MelanieG.eaf
S,xxx o terreno da gente,S_PBCP_2018FB+_MelanieG.eaf
D1,entendi,S_PBCP_2018FB+_MelanieG.eaf
S,é por isso que a gente veio,S_PBCP_2018FB+_MelanieG.eaf
D1,as outras duas era alugada,S_PBCP_2018FB+_MelanieG.eaf
S,era alugada,S_PBCP_2018FB+_MelanieG.eaf
D1,melhor né bem melhor,S_PBCP_2018FB+_MelanieG.eaf
S,uhum,S_PBCP_2018FB+_MelanieG.eaf
D1,e aqui você conhece os seus vizinhos,S_PBCP_2018FB+_MelanieG.eaf
S,uhn,S_PBCP_2018FB+_MelanieG.eaf
S,conheço só a minha vizinha aqui,S_PBCP_2018FB+_MelanieG.eaf
,,
### Arquivo: S_PBCP_2018FB+_MelanieG.eaf,,
--- Trecho ---,,
D1,o que que você acha que esse bairro aqui tem de diferente dos outros bairros de paulínia,S_PBCP_2018FB+_MelanieG.eaf
S,o que tem de diferente,S_PBCP_2018FB+_MelanieG.eaf
D1,é que você acha assim,S_PBCP_2018FB+_MelanieG.eaf
S,ah eu acho assim falta mu,S_PBCP_2018FB+_MelanieG.eaf
S,muita coisa né,S_PBCP_2018FB+_MelanieG.eaf
D1,uhum,S_PBCP_2018FB+_MelanieG.eaf
S,que não tem só não tem um mercado pequeno né,S_PBCP_2018FB+_MelanieG.eaf
S,falta,S_PBCP_2018FB+_MelanieG.eaf
S,comércio,S_PBCP_2018FB+_MelanieG.eaf
D1,mas a parte de comércio mesmo,S_PBCP_2018FB+_MelanieG.eaf
S,mais parte de comércio,S_PBCP_2018FB+_MelanieG.eaf
D1,farmácia,S_PBCP_2018FB+_MelanieG.eaf
S,não tem,S_PBCP_2018FB+_MelanieG.eaf
D1,posto de gasolina,S_PBCP_2018FB+_MelanieG.eaf
S,não tem,S_PBCP_2018FB+_MelanieG.eaf
D1,está faltando,S_PBCP_2018FB+_MelanieG.eaf
,,
### Arquivo: S_PBCP_2018FB+_MelanieG.eaf,,
--- Trecho ---,,
D1,e você a você sabe se aqui nesse bairro costuma haver festa de bairro,S_PBCP_2018FB+_MelanieG.eaf
D1,alguma coisa assim fim de ano ou,S_PBCP_2018FB+_MelanieG.eaf
D1,festa junina,S_PBCP_2018FB+_MelanieG.eaf
S,não,S_PBCP_2018FB+_MelanieG.eaf
D1,não tem nada,S_PBCP_2018FB+_MelanieG.eaf
S,eu só já ouvi falar em a,S_PBCP_2018FB+_MelanieG.eaf
S,escuto mas muito longe uma festa,S_PBCP_2018FB+_MelanieG.eaf
S,assim,S_PBCP_2018FB+_MelanieG.eaf
S,som de de casa as coisa lá na quadra sabe,S_PBCP_2018FB+_MelanieG.eaf
S,lá já é saindo já,S_PBCP_2018FB+_MelanieG.eaf
S,acho que já não é mais,S_PBCP_2018FB+_MelanieG.eaf
S,marieta né,S_PBCP_2018FB+_MelanieG.eaf
D1,uhum,S_PBCP_2018FB+_MelanieG.eaf
S,e aí já pra granja,S_PBCP_2018FB+_MelanieG.eaf
D1,seria um lu um lugar que as pessoas costumam se reunir assim,S_PBCP_2018FB+_MelanieG.eaf
S,é,S_PBCP_2018FB+_MelanieG.eaf
,,
### Arquivo: S_PBCP_2018FB+_MelanieG.eaf,,
--- Trecho ---,,
D1,e hoje tem algum outro bairro assim que você gostaria de se mudar por algum outro motivo,S_PBCP_2018FB+_MelanieG.eaf
S,ah não,S_PBCP_2018FB+_MelanieG.eaf
S,no momento nas minhas condições não,S_PBCP_2018FB+_MelanieG.eaf
D1,mas,S_PBCP_2018FB+_MelanieG.eaf
D1,supondo que não fosse essas condições assim,S_PBCP_2018FB+_MelanieG.eaf
D1,tivesse algum outro nossa eu sempre quis morar nesse bairro assim,S_PBCP_2018FB+_MelanieG.eaf
D1,nunca teve,S_PBCP_2018FB+_MelanieG.eaf
S,não,S_PBCP_2018FB+_MelanieG.eaf
D1,não,S_PBCP_2018FB+_MelanieG.eaf
S,não,S_PBCP_2018FB+_MelanieG.eaf
D1,entendi,S_PBCP_2018FB+_MelanieG.eaf
D1,ô e você pode me contar um pouquinho como é que foi sua infância,S_PBCP_2018FB+_MelanieG.eaf
S,eh na verdade eu nem lembro da minha infância,S_PBCP_2018FB+_MelanieG.eaf
S,eu acho que eu nem tive infância sabe,S_PBCP_2018FB+_MelanieG.eaf
S,a minha in infância foi trabalhando,S_PBCP_2018FB+_MelanieG.eaf
S,ajudando minha mãe ajudando meu pai meus pais,S_PBCP_2018FB+_MelanieG.eaf
,,
### Arquivo: S_PBCP_2018FB+_MelanieG.eaf,,
--- Trecho ---,,
D1,tivesse algum outro nossa eu sempre quis morar nesse bairro assim,S_PBCP_2018FB+_MelanieG.eaf
D1,nunca teve,S_PBCP_2018FB+_MelanieG.eaf
S,não,S_PBCP_2018FB+_MelanieG.eaf
D1,não,S_PBCP_2018FB+_MelanieG.eaf
S,não,S_PBCP_2018FB+_MelanieG.eaf
D1,entendi,S_PBCP_2018FB+_MelanieG.eaf
D1,ô e você pode me contar um pouquinho como é que foi sua infância,S_PBCP_2018FB+_MelanieG.eaf
S,eh na verdade eu nem lembro da minha infância,S_PBCP_2018FB+_MelanieG.eaf
S,eu acho que eu nem tive infância sabe,S_PBCP_2018FB+_MelanieG.eaf
S,a minha in infância foi trabalhando,S_PBCP_2018FB+_MelanieG.eaf
S,ajudando minha mãe ajudando meu pai meus pais,S_PBCP_2018FB+_MelanieG.eaf
S,já vai ajudar a criar meu irmão mais novo,S_PBCP_2018FB+_MelanieG.eaf
S,eu não lembro de infância de brincar não,S_PBCP_2018FB+_MelanieG.eaf
D1,não,S_PBCP_2018FB+_MelanieG.eaf
S,não,S_PBCP_2018FB+_MelanieG.eaf
D1,você é de que cidade,S_PBCP_2018FB+_MelanieG.eaf
,,
### Arquivo: S_PBCP_2018FB+_MelanieG.eaf,,
--- Trecho ---,,
D1,e lá você foi pra escola no mesmo bairro,S_PBCP_2018FB+_MelanieG.eaf
S,é,S_PBCP_2018FB+_MelanieG.eaf
S,a cidade quando é pequena na minha época também né,S_PBCP_2018FB+_MelanieG.eaf
S,não existia nem bairro era só a cidade né,S_PBCP_2018FB+_MelanieG.eaf
D1,na cidades eh o era uma escola só,S_PBCP_2018FB+_MelanieG.eaf
S,era,S_PBCP_2018FB+_MelanieG.eaf
S,tipo assim duas escola né,S_PBCP_2018FB+_MelanieG.eaf
D1,duas escolas,S_PBCP_2018FB+_MelanieG.eaf
S,a estadual e a municipal,S_PBCP_2018FB+_MelanieG.eaf
S,na época né,S_PBCP_2018FB+_MelanieG.eaf
D1,uhum,S_PBCP_2018FB+_MelanieG.eaf
D1,e lá você,S_PBCP_2018FB+_MelanieG.eaf
D1,como que era a escola assim,S_PBCP_2018FB+_MelanieG.eaf
S,a escola era boa,S_PBCP_2018FB+_MelanieG.eaf
D1,era boa,S_PBCP_2018FB+_MelanieG.eaf
S,era,S_PBCP_2018FB+_MelanieG.eaf
,,
### Arquivo: S_PBCP_2018FB+_MelanieG.eaf,,
--- Trecho ---,,
D1,do seu bairro ou o que você mais gosta assim que é bem diferente,S_PBCP_2018FB+_MelanieG.eaf
S,a água,S_PBCP_2018FB+_MelanieG.eaf
D1,água mesmo,S_PBCP_2018FB+_MelanieG.eaf
S,lá não tem água,S_PBCP_2018FB+_MelanieG.eaf
D1,não mas pode ser não tem problema,S_PBCP_2018FB+_MelanieG.eaf
S,e é que não tem e aqui tem água boa,S_PBCP_2018FB+_MelanieG.eaf
S,vou dizer que não é,S_PBCP_2018FB+_MelanieG.eaf
D1,uhum,S_PBCP_2018FB+_MelanieG.eaf
D1,tem alguma coisa que você detesta,S_PBCP_2018FB+_MelanieG.eaf
S,aqui,S_PBCP_2018FB+_MelanieG.eaf
D1,é,S_PBCP_2018FB+_MelanieG.eaf
S,não,S_PBCP_2018FB+_MelanieG.eaf
D1,não,S_PBCP_2018FB+_MelanieG.eaf
S,a poluição,S_PBCP_2018FB+_MelanieG.eaf
D1,a poluição,S_PBCP_2018FB+_MelanieG.eaf
S,uhum,S_PBCP_2018FB+_MelanieG.eaf
,,
### Arquivo: S_PBCP_2018FB+_MelanieG.eaf,,
--- Trecho ---,,
D1,fica num bairro específico,S_PBCP_2018FB+_MelanieG.eaf
S,não,S_PBCP_2018FB+_MelanieG.eaf
D1,você acha que está espalhado,S_PBCP_2018FB+_MelanieG.eaf
S,espalhado ,S_PBCP_2018FB+_MelanieG.eaf
S,não tem um bairro que eu conheço assim né,S_PBCP_2018FB+_MelanieG.eaf
D1,tem,S_PBCP_2018FB+_MelanieG.eaf
S,uhum,S_PBCP_2018FB+_MelanieG.eaf
S,tem bairro,S_PBCP_2018FB+_MelanieG.eaf
D1,entendi,S_PBCP_2018FB+_MelanieG.eaf
D1,e,S_PBCP_2018FB+_MelanieG.eaf
D1,tem algum bairro assim dentro aqui de paulínia que,S_PBCP_2018FB+_MelanieG.eaf
D1,eh você acha que eles,S_PBCP_2018FB+_MelanieG.eaf
D1,que você consegue identificar,S_PBCP_2018FB+_MelanieG.eaf
D1,que é de tal bairro,S_PBCP_2018FB+_MelanieG.eaf
D1,pela fala,S_PBCP_2018FB+_MelanieG.eaf
D1,ou não,S_PBCP_2018FB+_MelanieG.eaf
,,
### Arquivo: S_PBCP_2018FB+_MelanieG.eaf,,
--- Trecho ---,,
D1,tem algum bairro assim dentro aqui de paulínia que,S_PBCP_2018FB+_MelanieG.eaf
D1,eh você acha que eles,S_PBCP_2018FB+_MelanieG.eaf
D1,que você consegue identificar,S_PBCP_2018FB+_MelanieG.eaf
D1,que é de tal bairro,S_PBCP_2018FB+_MelanieG.eaf
D1,pela fala,S_PBCP_2018FB+_MelanieG.eaf
D1,ou não,S_PBCP_2018FB+_MelanieG.eaf
S,não,S_PBCP_2018FB+_MelanieG.eaf
D1,difícil,S_PBCP_2018FB+_MelanieG.eaf
S,eu não conheço muito não sou de sair também,S_PBCP_2018FB+_MelanieG.eaf
D1,aí fica difícil,S_PBCP_2018FB+_MelanieG.eaf
D1,eh bom,S_PBCP_2018FB+_MelanieG.eaf
D1,e eu vou te dar uma pa uma listinha de palavras pra você ler está bom,S_PBCP_2018FB+_MelanieG.eaf
D1,essas palavras você tem que ler em voz alta pra mim mas se você quiser ler antes pra você ver não tem problema eu fico esperando está bom,S_PBCP_2018FB+_MelanieG.eaf
S,todas ,S_PBCP_2018FB+_MelanieG.eaf
D1,todas,S_PBCP_2018FB+_MelanieG.eaf
S,abajur,S_PBCP_2018FB+_MelanieG.eaf
,,
### Arquivo: S_PBCP_2018FB+_MelanieG.eaf,,
--- Trecho ---,,
D1,que é de tal bairro,S_PBCP_2018FB+_MelanieG.eaf
D1,pela fala,S_PBCP_2018FB+_MelanieG.eaf
D1,ou não,S_PBCP_2018FB+_MelanieG.eaf
S,não,S_PBCP_2018FB+_MelanieG.eaf
D1,difícil,S_PBCP_2018FB+_MelanieG.eaf
S,eu não conheço muito não sou de sair também,S_PBCP_2018FB+_MelanieG.eaf
D1,aí fica difícil,S_PBCP_2018FB+_MelanieG.eaf
D1,eh bom,S_PBCP_2018FB+_MelanieG.eaf
D1,e eu vou te dar uma pa uma listinha de palavras pra você ler está bom,S_PBCP_2018FB+_MelanieG.eaf
D1,essas palavras você tem que ler em voz alta pra mim mas se você quiser ler antes pra você ver não tem problema eu fico esperando está bom,S_PBCP_2018FB+_MelanieG.eaf
S,todas ,S_PBCP_2018FB+_MelanieG.eaf
D1,todas,S_PBCP_2018FB+_MelanieG.eaf
S,abajur,S_PBCP_2018FB+_MelanieG.eaf
S,açúcar,S_PBCP_2018FB+_MelanieG.eaf
S,alma,S_PBCP_2018FB+_MelanieG.eaf
S,aniversário,S_PBCP_2018FB+_MelanieG.eaf
,,
### Arquivo: S_PBCP_2018FB-_LucianaB.eaf,,
--- Trecho ---,,
D1,há quanto tempo que você mora aqui nesse bairro,S_PBCP_2018FB-_LucianaB.eaf
S,seis anos,S_PBCP_2018FB-_LucianaB.eaf
D1,seis anos,S_PBCP_2018FB-_LucianaB.eaf
D1,e você gosta de morar nessa região de campinas,S_PBCP_2018FB-_LucianaB.eaf
S,eu gosto eu acho mais tranquilo,S_PBCP_2018FB-_LucianaB.eaf
D1,do que você já morou em outras regiões,S_PBCP_2018FB-_LucianaB.eaf
S,já já,S_PBCP_2018FB-_LucianaB.eaf
S,cheguei a morar no centro,S_PBCP_2018FB-_LucianaB.eaf
D1,ah,S_PBCP_2018FB-_LucianaB.eaf
D1,e aqui você acha melhor,S_PBCP_2018FB-_LucianaB.eaf
S,eh,S_PBCP_2018FB-_LucianaB.eaf
S,sim questão de ,S_PBCP_2018FB-_LucianaB.eaf
S,de barulho aqui é bem mais calmo,S_PBCP_2018FB-_LucianaB.eaf
D1,e por que que você escolheu morar aqui,S_PBCP_2018FB-_LucianaB.eaf
S,na realidade foi nem que eu escolhi né,S_PBCP_2018FB-_LucianaB.eaf
S,eu acho assim,S_PBCP_2018FB-_LucianaB.eaf
,,
### Arquivo: S_PBCP_2018FB-_LucianaB.eaf,,
--- Trecho ---,,
D1,e nesse e nesse bairro,S_PBCP_2018FB-_LucianaB.eaf
D1,co ahn você primeiro você morou no centro por que que você meio morar aqui,S_PBCP_2018FB-_LucianaB.eaf
S,não,S_PBCP_2018FB-_LucianaB.eaf
S,primeira vez eu vim morar,S_PBCP_2018FB-_LucianaB.eaf
D1,ah,S_PBCP_2018FB-_LucianaB.eaf
S,no floresta,S_PBCP_2018FB-_LucianaB.eaf
S,no campo grande,S_PBCP_2018FB-_LucianaB.eaf
D1,ah sim,S_PBCP_2018FB-_LucianaB.eaf
S,porque era o mais perto da obra do,S_PBCP_2018FB-_LucianaB.eaf
S,do marido da minha irmã,S_PBCP_2018FB-_LucianaB.eaf
S,então era mais viável para ele,S_PBCP_2018FB-_LucianaB.eaf
S,aí depois eu vim fui mo vim morar morei aqui,S_PBCP_2018FB-_LucianaB.eaf
S,aí fu,S_PBCP_2018FB-_LucianaB.eaf
S,me separei do meu marido fui para o centro,S_PBCP_2018FB-_LucianaB.eaf
S,passei um mês aí morei aqui de novo,S_PBCP_2018FB-_LucianaB.eaf
D1,entendi,S_PBCP_2018FB-_LucianaB.eaf
,,
### Arquivo: S_PBCP_2018FB-_LucianaB.eaf,,
--- Trecho ---,,
D1,você acha que o bairro mudou em alguma coisa desde que você começou mudar aqui,S_PBCP_2018FB-_LucianaB.eaf
D1,tem um você sente alguma diferença,S_PBCP_2018FB-_LucianaB.eaf
S,aqui,S_PBCP_2018FB-_LucianaB.eaf
S,sim,S_PBCP_2018FB-_LucianaB.eaf
S,eh,S_PBCP_2018FB-_LucianaB.eaf
S,pelo menos há poucos meses,S_PBCP_2018FB-_LucianaB.eaf
S,mudou a questão ah não mudou a questão de segurança,S_PBCP_2018FB-_LucianaB.eaf
S,porque aqui,S_PBCP_2018FB-_LucianaB.eaf
S,tinha muito questão assim de não era roubo,S_PBCP_2018FB-_LucianaB.eaf
S,pessoal que,S_PBCP_2018FB-_LucianaB.eaf
S,usava drogas essas coisa né,S_PBCP_2018FB-_LucianaB.eaf
S,então agora não tem mais,S_PBCP_2018FB-_LucianaB.eaf
S,porque a polícia começa a passar mais frequentemente,S_PBCP_2018FB-_LucianaB.eaf
S,aqui que está,S_PBCP_2018FB-_LucianaB.eaf
S,canalizando está fazendo essa rede de esgoto,S_PBCP_2018FB-_LucianaB.eaf
S,então assim está mudando,S_PBCP_2018FB-_LucianaB.eaf
,,
### Arquivo: S_PBCP_2018FB-_LucianaB.eaf,,
--- Trecho ---,,
D1,e o que você acha que esse bairro tem de diferente de outros bairros em campinas,S_PBCP_2018FB-_LucianaB.eaf
D1,comparado até com outros bairros que você já morou,S_PBCP_2018FB-_LucianaB.eaf
S,ai,S_PBCP_2018FB-_LucianaB.eaf
S,calmo,S_PBCP_2018FB-_LucianaB.eaf
S,muito calmo,S_PBCP_2018FB-_LucianaB.eaf
S,muito calmo mesmo,S_PBCP_2018FB-_LucianaB.eaf
S,tipo depois das dez você mal conta um uma moto que passa,S_PBCP_2018FB-_LucianaB.eaf
S,um carro que passa,S_PBCP_2018FB-_LucianaB.eaf
S,é muito calmo mesmo é bom mesmo para,S_PBCP_2018FB-_LucianaB.eaf
S,para tipo para quem trabalha,S_PBCP_2018FB-_LucianaB.eaf
S,e,S_PBCP_2018FB-_LucianaB.eaf
S,morar porque chega quer descansar,S_PBCP_2018FB-_LucianaB.eaf
D1,entendi,S_PBCP_2018FB-_LucianaB.eaf
S,não tem barulho,S_PBCP_2018FB-_LucianaB.eaf
D1,não tem muito carro né,S_PBCP_2018FB-_LucianaB.eaf
S,é,S_PBCP_2018FB-_LucianaB.eaf
,,
### Arquivo: S_PBCP_2018FB-_LucianaB.eaf,,
--- Trecho ---,,
D1,e aqui nesse bairro costumam ter festas de bairro,S_PBCP_2018FB-_LucianaB.eaf
D1,eh,S_PBCP_2018FB-_LucianaB.eaf
D1,um algum lugar que as pessoas se reúnem assim,S_PBCP_2018FB-_LucianaB.eaf
S,na igreja,S_PBCP_2018FB-_LucianaB.eaf
D1,é mais na igreja,S_PBCP_2018FB-_LucianaB.eaf
S,é,S_PBCP_2018FB-_LucianaB.eaf
S,aqui de lado tem a igreja,S_PBCP_2018FB-_LucianaB.eaf
S,é uma igreja católica,S_PBCP_2018FB-_LucianaB.eaf
S,que eles fazem festa final de ano festa de natal,S_PBCP_2018FB-_LucianaB.eaf
S,por causa que tem a,S_PBCP_2018FB-_LucianaB.eaf
S,pastoral que a gente leva as criança para fazer pesagem essas coisas,S_PBCP_2018FB-_LucianaB.eaf
S,essa é mais os encontros mesmo é mais na ,S_PBCP_2018FB-_LucianaB.eaf
S,na igreja,S_PBCP_2018FB-_LucianaB.eaf
D1,entendi,S_PBCP_2018FB-_LucianaB.eaf
D1,e você costuma frequentar,S_PBCP_2018FB-_LucianaB.eaf
S,sim,S_PBCP_2018FB-_LucianaB.eaf
,,
### Arquivo: S_PBCP_2018FB-_LucianaB.eaf,,
--- Trecho ---,,
D1,nesse sentido nada do bairro em si,S_PBCP_2018FB-_LucianaB.eaf
S,não,S_PBCP_2018FB-_LucianaB.eaf
S,do bairro eu não tenho nada sobre o bairro assim,S_PBCP_2018FB-_LucianaB.eaf
D1,entendi,S_PBCP_2018FB-_LucianaB.eaf
S,assim agora,S_PBCP_2018FB-_LucianaB.eaf
S,porque assim eu já morei,S_PBCP_2018FB-_LucianaB.eaf
S,no rio de janeiro também,S_PBCP_2018FB-_LucianaB.eaf
S,antes de vir para cá,S_PBCP_2018FB-_LucianaB.eaf
S,e lá,S_PBCP_2018FB-_LucianaB.eaf
S,por o pessoal fala que é perigoso tal tal,S_PBCP_2018FB-_LucianaB.eaf
S,é perigoso é,S_PBCP_2018FB-_LucianaB.eaf
S,todo lugar é perigoso,S_PBCP_2018FB-_LucianaB.eaf
S,só que aqui,S_PBCP_2018FB-_LucianaB.eaf
S,que tipo em questão,S_PBCP_2018FB-_LucianaB.eaf
S,de custo de vida aqui é bem mais caro,S_PBCP_2018FB-_LucianaB.eaf
S,bem mais caro mesmo,S_PBCP_2018FB-_LucianaB.eaf
,,
### Arquivo: S_PBCP_2018FB-_LucianaB.eaf,,
--- Trecho ---,,
D1,e hoje tem algum outro bairro na cidade de campinas que você gostaria de morar ou você está satisfeita morando aqui,S_PBCP_2018FB-_LucianaB.eaf
S,ah não aqui está bom,S_PBCP_2018FB-_LucianaB.eaf
D1,está bom aqui mesmo,S_PBCP_2018FB-_LucianaB.eaf
S,aqui mesmo,S_PBCP_2018FB-_LucianaB.eaf
S,ah poderia ser assim,S_PBCP_2018FB-_LucianaB.eaf
S,hum ah o campos elíseos sabe,S_PBCP_2018FB-_LucianaB.eaf
D1,ah sei,S_PBCP_2018FB-_LucianaB.eaf
S,que é mais para ali tipo,S_PBCP_2018FB-_LucianaB.eaf
S,ali o no,S_PBCP_2018FB-_LucianaB.eaf
S,pompeia sabe,S_PBCP_2018FB-_LucianaB.eaf
S,porque fica mais perto do centro,S_PBCP_2018FB-_LucianaB.eaf
S,eh,S_PBCP_2018FB-_LucianaB.eaf
S,tem,S_PBCP_2018FB-_LucianaB.eaf
S,pague menos apesar que aqui tem o extra,S_PBCP_2018FB-_LucianaB.eaf
S,mas tem o pague menos tem a,S_PBCP_2018FB-_LucianaB.eaf
S,tem outras coisas tem mais,S_PBCP_2018FB-_LucianaB.eaf
,,
### Arquivo: S_PBCP_2018FB-_LucianaB.eaf,,
--- Trecho ---,,
D1,e foi era e ficava no mesmo bairro,S_PBCP_2018FB-_LucianaB.eaf
D1,que você morava,S_PBCP_2018FB-_LucianaB.eaf
S,não xxx,S_PBCP_2018FB-_LucianaB.eaf
D1,era longe,S_PBCP_2018FB-_LucianaB.eaf
S,eu andei quase cinco quilômetro a pé para che para pegar um,S_PBCP_2018FB-_LucianaB.eaf
S,uma caminhonete não sei nem se você sabe o que é caminhonete,S_PBCP_2018FB-_LucianaB.eaf
S,para,S_PBCP_2018FB-_LucianaB.eaf
S,e quando a pessoa levava,S_PBCP_2018FB-_LucianaB.eaf
S,para chegar na cidade para estudar,S_PBCP_2018FB-_LucianaB.eaf
D1,ah era em outra cidade,S_PBCP_2018FB-_LucianaB.eaf
S,é,S_PBCP_2018FB-_LucianaB.eaf
S,porque meu pai mora em sítio,S_PBCP_2018FB-_LucianaB.eaf
D1,ah entendi,S_PBCP_2018FB-_LucianaB.eaf
S,e a gente andava quase cinco quilômetros a pé no sol quase assim meio-dia escaldante,S_PBCP_2018FB-_LucianaB.eaf
D1,nossa,S_PBCP_2018FB-_LucianaB.eaf
S,mas era mas era,S_PBCP_2018FB-_LucianaB.eaf
,,
### Arquivo: S_PBCP_2018FB-_LucianaB.eaf,,
--- Trecho ---,,
D1,você acha que tem algum bairro em que essas pessoas ou região que as essas pessoas que não são daqui se concentram,S_PBCP_2018FB-_LucianaB.eaf
D1,ou você acha que é uma coisa mais espalhada,S_PBCP_2018FB-_LucianaB.eaf
S,ah não eu acho que essas pessoas que vem de fora ficam mais ali pelo cambuí,S_PBCP_2018FB-_LucianaB.eaf
S,esses centro de convivência essas balada,S_PBCP_2018FB-_LucianaB.eaf
S,eu não sei te dizer isso porque eu não saio muito mas eu acredito que,S_PBCP_2018FB-_LucianaB.eaf
S,a pessoa que vem,S_PBCP_2018FB-_LucianaB.eaf
S,visitar aqui fica mais nesses,S_PBCP_2018FB-_LucianaB.eaf
D1,e e para morar mesmo,S_PBCP_2018FB-_LucianaB.eaf
D1,de bairro assim,S_PBCP_2018FB-_LucianaB.eaf
D1,você acha que tem algum bairro,S_PBCP_2018FB-_LucianaB.eaf
S,não porque a maioria,S_PBCP_2018FB-_LucianaB.eaf
S,das pessoas que vêm para cá às vezes é estudante né,S_PBCP_2018FB-_LucianaB.eaf
D1,sim,S_PBCP_2018FB-_LucianaB.eaf
S,fica ali pela,S_PBCP_2018FB-_LucianaB.eaf
S,perto da puc,S_PBCP_2018FB-_LucianaB.eaf
S,ou no centro,S_PBCP_2018FB-_LucianaB.eaf
,,
### Arquivo: S_PBCP_2018FB-_LucianaB.eaf,,
--- Trecho ---,,
D1,de bairro assim,S_PBCP_2018FB-_LucianaB.eaf
D1,você acha que tem algum bairro,S_PBCP_2018FB-_LucianaB.eaf
S,não porque a maioria,S_PBCP_2018FB-_LucianaB.eaf
S,das pessoas que vêm para cá às vezes é estudante né,S_PBCP_2018FB-_LucianaB.eaf
D1,sim,S_PBCP_2018FB-_LucianaB.eaf
S,fica ali pela,S_PBCP_2018FB-_LucianaB.eaf
S,perto da puc,S_PBCP_2018FB-_LucianaB.eaf
S,ou no centro,S_PBCP_2018FB-_LucianaB.eaf
S,é mais no centro né,S_PBCP_2018FB-_LucianaB.eaf
S,às vezes,S_PBCP_2018FB-_LucianaB.eaf
S,porque é mais facilidade né supermercado banco essas coisas né,S_PBCP_2018FB-_LucianaB.eaf
D1,entendi,S_PBCP_2018FB-_LucianaB.eaf
D1,e você acha que dentro da cidade de campinas você consegue identificar se a pessoa é de uma região ou de outra,S_PBCP_2018FB-_LucianaB.eaf
D1,se a pessoa é do centro ou se ela é do campo grande,S_PBCP_2018FB-_LucianaB.eaf
S,não,S_PBCP_2018FB-_LucianaB.eaf
D1,você acha que não dá,S_PBCP_2018FB-_LucianaB.eaf
,,
### Arquivo: S_PBCP_2018FB-_LucianaB.eaf,,
--- Trecho ---,,
D1,você acha que tem algum bairro,S_PBCP_2018FB-_LucianaB.eaf
S,não porque a maioria,S_PBCP_2018FB-_LucianaB.eaf
